Unnamed: 0,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Encoded_scaled
University of Virginia,No,15849,5384,2678,74,95,11278,114,12212,3792,500,1000,90.0,92,9.5,22,13597,95,1.9804674973516918,1.4689028700499882,1.6833841620976004,2.0552872922487104,1.5338215213685287,-0.6491555038934484,0.5476195504153802,-0.22262317064607157,-0.38201766038027757,1.1764343828889745,0.8844513618593768,-1.2066076511812729,0.07536745536606099,1.12017431687644,0.3397059751403874,Medium,1,0,1.9804674973516923,1.4689028700499882,1.6833841620976007,2.0552872922487104,1.5338215213685265,-0.6491555038934483,0.54761955041538,-0.22262317064607365,-0.38201766038027757,1.1764343828889747,0.8844513618593772,-1.2066076511812733,0.07536745536606074,1.1201743168764775,-2.8073752605712863,0.36524832997139145,-1.635505074064474
University of Washington,No,12749,7025,3343,40,81,20356,4582,8199,4218,708,2172,96.0,94,9.0,10,16527,65,1.8072051044063278,1.7097819789899318,1.8609051120316251,0.8637602612893264,1.9150197561540303,1.87257042068307,-0.46894814692794745,1.0719263475563712,1.2437965326321965,1.681765281041989,1.074929591154588,-1.3580925541311246,-1.0747688529439479,1.4993781142842477,0.5510236096948781,Low,0,0,1.8072051044063282,1.7097819789899318,1.8609051120316253,0.8637602612893263,1.915019756154028,1.87257042068307,-0.46894814692794795,1.0719263475563694,1.2437965326321965,1.6817652810419892,1.0749295911545886,-1.358092554131125,-1.0747688529439483,1.4993781142842852,-1.353052286781325,-1.099672391311716,-1.635505074064474
University of West Florida,No,1558,1254,472,20,57,3754,2477,6172,3994,541,1387,83.0,87,23.4,12,8488,53,-0.01907178097315087,0.06914957816954152,0.06503588426328684,-0.2672791173259531,0.6773463785678755,1.387485133136403,-1.1130338674842308,0.0657361361195017,0.2962399981950733,0.6264621373681686,0.43622029750213775,2.204819005356969,-0.8480459248697001,0.026093035428128415,0.8048780487804879,Low,0,0,-0.01907178097315041,0.06914957816954162,0.06503588426328695,-0.2672791173259532,0.6773463785678733,1.387485133136403,-1.1130338674842315,0.06573613611949967,0.2962399981950733,0.6264621373681689,0.43622029750213814,2.2048190053569696,-0.8480459248697004,0.026093035428165864,0.3940160236277982,-1.099672391311716,-1.635505074064474
University of Wisconsin-Stout,No,2593,1966,1030,9,32,6038,579,6704,2592,376,1750,78.0,78,21.0,17,6254,65,0.45012274824917803,0.5160633032641856,0.8458693638047692,-1.3390590413944048,1.0728739240428309,0.3500005870231654,-0.9319639413364847,-1.2418738751082812,0.7848088938700473,0.259795832499163,-0.273401038284349,1.6907997298349289,-0.3518428206385443,-0.8432038389413856,0.7581951407635943,Low,0,0,0.4501227482491785,0.5160633032641857,0.8458693638047693,-1.3390590413944048,1.0728739240428287,0.35000058702316544,-0.9319639413364853,-1.2418738751082834,0.7848088938700473,0.25979583249916327,-0.2734010382843487,1.690799729834929,-0.3518428206385446,-0.8432038389413482,0.07273651586014367,-1.099672391311716,-1.635505074064474
University of Wisconsin-Superior,No,910,910,342,14,53,1434,417,7032,2780,550,1960,75.0,81,15.2,15,6490,36,-0.5340461855082915,-0.25802396978135017,-0.28552348744643513,-0.7738575489017414,-0.26189363390600123,0.13530570174768344,-0.8249835824061055,0.12646725882300056,1.0249892021539802,0.05029077019095683,-0.05039854408423131,0.34100260612554617,-0.5402591781850784,-0.7301588327344884,1.0,Low,0,0,-0.5340461855082911,-0.25802396978135006,-0.285523487446435,-0.7738575489017415,-0.2618936339060034,0.1353057017476835,-0.824983582406106,0.12646725882299856,1.0249892021539802,0.05029077019095713,-0.05039854408423098,0.341002606125546,-0.5402591781850787,-0.730158832734451,1.7368776212768444,-1.099672391311716,-1.635505074064474
University of Wisconsin-Whitewater,No,4400,3719,1472,12,38,7804,1552,6950,2500,300,1200,90.0,95,23.1,16,5559,67,0.9186813054896847,1.1265648981912242,1.1732435311296812,-0.9785370964802453,1.2698439180500614,1.0376885901181914,-0.8514165661748387,-2.023772875573782,-0.005344142276702718,1.1764343828889745,1.1726062411645384,2.141749710790937,-0.44458151258091694,-1.217780491670968,0.8452272727272727,Low,0,0,0.9186813054896852,1.1265648981912242,1.1732435311296814,-0.9785370964802454,1.2698439180500591,1.0376885901181914,-0.8514165661748393,-2.0237728755737847,-0.005344142276702737,1.1764343828889747,1.172606241164539,2.1417497107909376,-0.44458151258091727,-1.2177804916709305,0.6717060682098265,-1.099672391311716,-1.635505074064474
University of Wisconsin at Green Bay,No,2409,1939,759,17,50,3819,1347,6900,2800,475,1200,81.0,89,22.2,1,5968,46,0.3834260904919116,0.5025226852975296,0.5514086872410366,-0.5039903742110078,0.6923637673612267,0.9347886815578522,-0.8676347544678584,-0.4087649589901799,-0.005344142276702718,0.4771746426778103,0.6107698796775962,1.950564408639862,-2.6048233557985983,-0.9892592487663168,0.8048982980489829,Low,0,0,0.38342609049191206,0.5025226852975297,0.5514086872410368,-0.5039903742110079,0.6923637673612245,0.9347886815578523,-0.867634754467859,-0.40876495899018206,-0.005344142276702737,0.47717464267781057,0.6107698796775967,1.9505644086398621,-2.604823355798599,-0.9892592487662794,0.39415538244864123,-1.099672391311716,-1.635505074064474
University of Wisconsin at Madison,No,14901,10932,4631,36,80,23945,2200,9096,4290,535,1545,93.0,96,11.5,20,11006,72,1.9316539418139764,2.100617963772544,2.11106380468301,0.678301268324476,2.0114606395510237,1.297244440432385,-0.21731507975336117,0.024756308100869054,0.5222786789329603,1.425191176895042,1.2719213033900254,-0.6299164265370601,-0.08895267462994533,0.6627836193039205,0.7336420374471512,Medium,1,0,1.9316539418139769,2.100617963772544,2.11106380468301,0.6783012683244759,2.0114606395510215,1.297244440432385,-0.21731507975336162,0.024756308100867028,0.5222786789329603,1.4251911768950423,1.271921303390026,-0.6299164265370605,-0.0889526746299456,0.6627836193039579,-0.09624200931700598,0.36524832997139145,-1.635505074064474
University of Wisconsin at Milwaukee,No,5244,3782,1930,12,37,11561,7443,8786,2964,570,1980,79.0,87,15.9,8,8094,38,1.0701368273668854,1.1422962633598965,1.409959132241849,-0.9785370964802453,1.5508336808050251,2.2761394837304794,-0.3023588369272067,0.2583754172250177,1.0465699360447056,0.3313811845790514,0.43622029750213775,0.5136114615269335,-1.3245972639117196,-0.10014555540237699,0.721205186880244,Low,0,0,1.0701368273668859,1.1422962633598965,1.4099591322418492,-0.9785370964802454,1.550833680805023,2.2761394837304794,-0.30235883692720716,0.2583754172250157,1.0465699360447056,0.3313811845790517,0.43622029750213814,0.5136114615269334,-1.32459726391172,-0.10014555540233955,-0.1818344755547527,-1.099672391311716,-1.635505074064474
University of Wyoming,No,2029,1516,1073,23,46,7535,1488,5988,3422,600,1500,91.0,94,15.1,13,8745,45,0.2264378031728079,0.25940099463639515,0.8842812723140343,-0.05547969999806644,1.2435646616638616,1.0069523930313318,-1.1780366154633708,0.4488454168127673,0.4602273976750806,1.2584840840542526,1.074929591154588,0.31608928492044563,-0.7416251041701869,0.10371381470009414,0.7471660916707737,Low,0,0,0.22643780317280834,0.25940099463639527,0.8842812723140344,-0.05547969999806654,1.2435646616638594,1.0069523930313318,-1.1780366154633715,0.44884541681276535,0.4602273976750806,1.2584840840542528,1.0749295911545886,0.31608928492044547,-0.7416251041701872,0.10371381470013158,-0.0031672273771969836,-1.099672391311716,-1.635505074064474
Upper Iowa University,Yes,663,452,192,10,35,1481,1160,8840,3060,500,1000,69.0,75,17.4,19,3733,78,-0.8471228353482839,-0.9973884230712587,-0.958596120898979,-1.2101701573606454,-0.22709766924449015,0.8277498531190668,-0.2874047951440182,-0.22262317064607157,-0.38201766038027757,-0.3450470097695861,-0.4832523787413146,0.8736511761798803,-0.17422905107118244,-2.671202108722185,0.6817496229260935,Medium,1,1,-0.8471228353482835,-0.9973884230712586,-0.9585961208989789,-1.2101701573606454,-0.22709766924449235,0.8277498531190669,-0.2874047951440186,-0.22262317064607365,-0.38201766038027757,-0.3450470097695858,-0.4832523787413143,0.8736511761798803,-0.17422905107118275,-2.671202108722148,-0.453374203998778,0.36524832997139145,0.6114319153500704
Ursinus College,Yes,1399,1026,308,44,77,1131,17,14900,5160,500,800,82.0,85,11.6,40,12082,79,-0.12051912372925308,-0.1347649538600875,-0.4032322506553515,1.036004475647191,-0.525726629157786,-1.635376632689963,1.109863915005895,-0.22262317064607157,-0.8385145305308968,0.5513818552357662,0.26789815935115474,-0.6021742165602336,1.3009860204398638,0.8708968781616672,0.7333809864188706,Medium,1,1,-0.12051912372925262,-0.1347649538600874,-0.4032322506553514,1.036004475647191,-0.5257266291577882,-1.635376632689963,1.1098639150058949,-0.22262317064607365,-0.8385145305308968,0.5513818552357665,0.26789815935115513,-0.602174216560234,1.3009860204398638,0.8708968781617046,-0.09803860574664285,0.36524832997139145,0.6114319153500704
Ursuline College,Yes,325,260,86,21,47,699,717,9600,4202,450,750,39.0,69,10.5,15,7164,68,-1.5796255534660728,-1.6071916561226836,-1.999529839455801,-0.19422217291531432,-1.1047198068620754,0.4935597887637852,-0.08301816459418493,-0.6036744589706652,-0.9696251460136798,-1.844359915728285,-0.8646904686259159,-0.9128098000811495,-0.5402591781850784,-0.4392120057529553,0.8,Medium,1,1,-1.5796255534660724,-1.6071916561226836,-1.9995298394558008,-0.1942221729153144,-1.1047198068620776,0.49355978876378526,-0.08301816459418532,-0.6036744589706673,-0.9696251460136798,-1.8443599157282848,-0.8646904686259157,-0.91280980008115,-0.5402591781850787,-0.43921200575291786,0.360444483686572,0.36524832997139145,0.6114319153500704
Valley City State University,No,368,344,212,5,27,863,189,4286,2570,600,2000,39.0,41,14.9,25,4958,40,-1.449142967316321,-1.2955979173222407,-0.8388040570840823,-1.996211324615275,-0.8435786418781479,-0.355048466231768,-1.8529353154369266,0.4488454168127673,1.0679442535532966,-1.844359915728285,-2.038931336080678,0.2660655633694921,0.30823399686918296,-1.6045875249466874,0.9347826086956522,Low,0,0,-1.4491429673163205,-1.2955979173222407,-0.8388040570840822,-1.996211324615275,-0.8435786418781501,-0.35504846623176795,-1.8529353154369275,0.44884541681276535,1.0679442535532966,-1.8443599157282848,-2.038931336080678,0.26606556336949194,0.30823399686918274,-1.60458752494665,1.2880407285843645,-1.099672391311716,-1.635505074064474
Valparaiso University,Yes,2075,1727,520,49,81,2501,198,11800,3260,500,800,87.0,89,14.2,23,9681,95,0.2470530093853511,0.3886447283462967,0.167087921614016,1.2357659546725401,0.30503120501505204,-0.3272527375933669,0.45446068528022043,-0.22262317064607157,-0.8385145305308968,0.9355053891588669,0.6107698796775962,0.08884698314321551,0.15468771075919893,0.3593132050758091,0.832289156626506,Medium,1,1,0.24705300938535155,0.3886447283462968,0.16708792161401612,1.2357659546725401,0.3050312050150499,-0.32725273759336687,0.45446068528022016,-0.22262317064607365,-0.8385145305308968,0.9355053891588673,0.6107698796775967,0.08884698314321533,0.15468771075919868,0.3593132050758466,0.582663809514399,0.36524832997139145,0.6114319153500704
Vanderbilt University,Yes,7791,4690,1499,71,92,5500,90,17865,6525,630,952,93.0,98,5.8,26,23850,83,1.4046327994706043,1.3422229846796367,1.1894350063585493,1.968953882024796,0.9984277597747985,-0.7818013169440915,1.6574472004830203,0.6311670248859246,-0.48307414655954245,1.425191176895042,1.4755065650850636,-2.421847469064119,0.38265991480354933,2.1145254865472505,0.6019766397124887,High,2,1,1.4046327994706047,1.3422229846796367,1.1894350063585495,1.968953882024796,0.9984277597747963,-0.7818013169440914,1.6574472004830203,0.6311670248859227,-0.48307414655954245,1.4251911768950423,1.4755065650850643,-2.4218474690641196,0.3826599148035491,2.114525486547288,-1.0023850918969692,1.8301690512544988,0.6114319153500704
Vassar College,Yes,3550,1877,653,53,87,2164,77,18920,5950,600,800,90.0,98,9.7,39,17089,90,0.7306983482204522,0.47065157287317433,0.40119564272434804,1.385007259754036,0.1641148883154299,-0.8676878692937899,1.8378049650563897,0.4488454168127673,-0.8385145305308968,1.1764343828889745,1.4755065650850636,-1.146902673531305,1.2415456071859763,1.5605251345250546,0.5287323943661972,High,2,1,0.7306983482204527,0.47065157287317444,0.40119564272434816,1.385007259754036,0.1641148883154277,-0.8676878692937898,1.8378049650563897,0.44884541681276535,-0.8385145305308968,1.1764343828889747,1.4755065650850643,-1.1469026735313055,1.2415456071859763,1.5605251345250921,-1.506464124059108,1.8301690512544988,0.6114319153500704
Villanova University,Yes,7759,5588,1477,30,68,6362,1292,15925,6507,400,300,89.0,90,13.4,24,10458,96,1.4012057871848915,1.5028386247561658,1.1762676572347839,0.36924448019518263,1.1139082543011767,0.904776232996701,1.3066409805070964,-1.0237043227479306,-2.7874335864353945,1.0952544342623864,0.700405830648109,-0.11798738684027212,0.2322748898408057,0.5444127380839466,0.7201959015337028,High,2,1,1.401205787184892,1.5028386247561658,1.176267657234784,0.3692444801951825,1.1139082543011745,0.9047762329967011,1.3066409805070962,-1.0237043227479328,-2.7874335864353945,1.0952544342623867,0.7004058306481095,-0.11798738684027234,0.23227488984080544,0.544412738083984,-0.18878054453607074,1.8301690512544988,0.6114319153500704
Virginia Commonwealth University,No,4963,3497,1567,18,45,10262,5065,10217,4182,500,3630,81.0,87,8.7,11,11183,45,1.0228158450230322,1.068769919717433,1.2287669110160768,-0.42188701698591335,1.4681630012705909,1.9543880500544457,0.07523577217957071,-0.22262317064607157,2.3544895872099496,0.4771746426778103,0.43622029750213775,-1.4505864942119377,-0.9589007319312817,0.699110453677517,0.7046141446705622,Medium,1,0,1.0228158450230327,1.068769919717433,1.228766911016077,-0.42188701698591347,1.4681630012705886,1.9543880500544457,0.07523577217957035,-0.22262317064607365,2.3544895872099496,0.47717464267781057,0.43622029750213814,-1.4505864942119382,-0.958900731931282,0.6991104536775544,-0.29601677697757817,0.36524832997139145,-1.635505074064474
Virginia State University,No,2996,2440,704,2,30,3006,338,5587,4845,500,600,61.0,63,16.0,11,5733,31,0.5799695526353373,0.7259106302673228,0.4767230607765056,-2.8383149903647413,0.47775725732107327,0.001459597922603755,-1.3243814824084847,-0.22262317064607157,-1.419790908781924,-0.8229044689180576,-1.1971425260127022,0.5380217334827528,-0.9589007319312817,-1.1175186055936916,0.8144192256341789,Low,0,0,0.5799695526353378,0.7259106302673229,0.4767230607765057,-2.8383149903647413,0.4777572573210711,0.0014595979226038217,-1.3243814824084854,-0.22262317064607365,-1.419790908781924,-0.8229044689180572,-1.197142526012702,0.5380217334827527,-0.958900731931282,-1.1175186055936541,0.4596799835929465,-1.099672391311716,-1.635505074064474
Virginia Tech,No,15712,11719,4277,29,53,18511,604,10260,3176,740,2200,85.0,89,13.8,20,8944,73,1.9736101844756782,2.160991542236642,2.051169917463571,0.3133903214820356,1.8569762862874752,0.37815226077983866,0.08602848496839335,1.2405524595794906,1.2711621900847665,0.7792401852307248,0.6107698796775962,-0.013975971157088379,-0.08895267462994533,0.16146211798849064,0.7458630346232179,Medium,1,0,1.9736101844756786,2.160991542236642,2.051169917463571,0.3133903214820355,1.856976286287473,0.3781522607798387,0.086028484968393,1.2405524595794888,1.2711621900847665,0.7792401852307251,0.6107698796775967,-0.013975971157088578,-0.0889526746299456,0.16146211798852808,-0.012135081879329025,0.36524832997139145,-1.635505074064474
Virginia Union University,Yes,1847,1610,453,19,59,1298,67,7384,3494,500,1763,51.0,67,13.7,8,6757,30,0.13963956001632408,0.3192102940331181,0.021283315055772398,-0.3430819714331799,-0.37097450563577805,-0.9431854844287971,-0.7137559181878219,-0.22262317064607157,0.800453964242123,-1.340651655712002,-0.9808282263537185,-0.03986551937032104,-1.3245972639117196,-0.6096055999992405,0.8716838115863562,Low,0,1,0.13963956001632452,0.31921029403311824,0.021283315055772512,-0.34308197143318003,-0.3709745056357802,-0.943185484428797,-0.7137559181878224,-0.22262317064607365,0.800453964242123,-1.3406516557120018,-0.9808282263537182,-0.03986551937032124,-1.32459726391172,-0.609605599999203,0.8537843521677629,-1.099672391311716,0.6114319153500704
Virginia Wesleyan College,Yes,1470,900,287,20,49,1130,417,10900,5100,500,550,70.0,81,15.7,14,7804,68,-0.07376365717697533,-0.26942679882250986,-0.48368664200024464,-0.2672791173259531,-0.5267357814173667,0.13530570174768344,0.24327053316434105,-0.22262317064607157,-1.594008814109165,-0.28135254105451407,-0.05039854408423131,0.4646075746731009,-0.6391619317856582,-0.19922512919745547,0.6122448979591837,Medium,1,1,-0.07376365717697488,-0.26942679882250975,-0.4836866420002445,-0.2672791173259532,-0.5267357814173689,0.1353057017476835,0.24327053316434072,-0.22262317064607365,-1.594008814109165,-0.2813525410545138,-0.05039854408423098,0.46460757467310076,-0.6391619317856585,-0.19922512919741803,-0.9317172373165414,0.36524832997139145,0.6114319153500704
Viterbo College,Yes,647,518,271,17,43,1014,387,9140,3365,500,2245,51.0,65,10.7,31,8050,73,-0.871582777110142,-0.8505988589682232,-0.5496832351813109,-0.5039903742110078,-0.6518002710798211,0.08741541291447952,-0.20539917796969334,-0.22262317064607157,1.314456033976459,-1.340651655712002,-1.0916144806733752,-0.855404703879397,0.7345530092783118,-0.11482662465394197,0.8006182380216383,Medium,1,1,-0.8715827771101415,-0.8505988589682231,-0.5496832351813108,-0.5039903742110079,-0.6518002710798233,0.08741541291447959,-0.20539917796969379,-0.22262317064607365,1.314456033976459,-1.3406516557120018,-1.091614480673375,-0.8554047038793975,0.7345530092783117,-0.11482662465390453,0.36469930018607805,0.36524832997139145,0.6114319153500704
Wabash College,Yes,800,623,256,41,76,801,5,12925,4195,500,635,78.0,85,9.9,55,14904,72,-0.6605263211050615,-0.653977738547387,-0.615769437936256,0.9079719150807959,-0.9345735380165208,-2.1798279998907972,0.7040839433664813,-0.22262317064607157,-1.305876444434243,0.259795832499163,0.26789815935115474,-1.0876837395145045,2.1139827982656105,1.3033913368274581,0.77875,Medium,1,1,-0.660526321105061,-0.6539777385473869,-0.6157694379362559,0.9079719150807958,-0.934573538016523,-2.1798279998907972,0.7040839433664811,-0.22262317064607365,-1.305876444434243,0.25979583249916327,0.26789815935115513,-1.087683739514505,2.1139827982656105,1.3033913368274956,0.2141984628176056,0.36524832997139145,0.6114319153500704
Wagner College,Yes,1416,1015,417,10,44,1324,117,13500,5800,585,1700,67.0,78,13.2,23,9006,75,-0.10909567463797387,-0.1457975920469153,-0.0677348648550801,-1.2101701573606454,-0.3490724468713972,-0.6343932653966482,0.8261895026217165,0.35467757041445297,0.7235868128126894,-0.46979766094537384,-0.273401038284349,-0.17045420531183852,0.15468771075919893,0.17905453464444201,0.7168079096045198,Medium,1,1,-0.10909567463797341,-0.14579759204691523,-0.06773486485507998,-1.2101701573606454,-0.3490724468713994,-0.6343932653966481,0.8261895026217164,0.35467757041445097,0.7235868128126894,-0.46979766094537356,-0.2734010382843487,-0.17045420531183875,0.15468771075919868,0.17905453464447946,-0.21209726634215043,0.36524832997139145,0.6114319153500704
Wake Forest University,Yes,5661,2392,903,75,88,3499,172,13850,4360,500,1250,95.0,97,4.3,37,41766,89,1.135559520166169,0.7067370662882877,0.7206390856682403,2.083490984924034,0.6152139354899016,-0.4109810132025877,0.8988522424149886,-0.22262317064607157,0.0794512520083775,1.5953726226723983,1.3728847638717647,-3.0006739723576374,1.120254670067823,2.8517157966548097,0.4225401872460696,Medium,1,1,1.1355595201661695,0.7067370662882878,0.7206390856682404,2.083490984924034,0.6152139354898993,-0.4109810132025876,0.8988522424149885,-0.22262317064607365,0.07945125200837748,1.5953726226723985,1.3728847638717654,-3.0006739723576383,1.120254670067823,2.851715796654847,-2.2372964882290747,0.36524832997139145,0.6114319153500704
Walsh University,Yes,1092,890,477,27,92,847,497,8670,4180,500,1450,42.0,58,11.3,33,5738,68,-0.35711714686824597,-0.2809657863986308,0.0762128326145317,0.1972742770918786,-0.8662796896471674,0.24925600583079863,-0.3346873648946749,-0.22262317064607157,0.38916914456285195,-1.7305240109865998,-1.4385813164973549,-0.6856894063241084,0.8670772597515548,-1.1147063618065756,0.815018315018315,Low,0,1,-0.3571171468682455,-0.2809657863986307,0.07621283261453181,0.19727427709187853,-0.8662796896471696,0.24925600583079868,-0.3346873648946753,-0.22262317064607365,0.38916914456285195,-1.7305240109865996,-1.4385813164973547,-0.6856894063241087,0.8670772597515547,-1.114706361806538,0.46380301599646395,-1.099672391311716,0.6114319153500704
Warren Wilson College,Yes,440,311,112,25,49,466,7,10000,3052,400,1100,65.0,75,11.4,20,9430,63,-1.263605384551175,-1.4071562948021625,-1.6429655436058175,0.07462985430502922,-1.6424106203078728,-2.0365221055302003,0.020310758733517165,-1.0237043227479306,-0.18552421188393892,-0.5910270561252143,-0.4832523787413146,-0.6577544312976554,-0.08895267462994533,0.2945899893281046,0.7068181818181818,Medium,1,1,-1.2636053845511745,-1.4071562948021625,-1.6429655436058173,0.07462985430502912,-1.642410620307875,-2.0365221055302003,0.020310758733516787,-1.0237043227479328,-0.18552421188393894,-0.591027056125214,-0.4832523787413143,-0.6577544312976558,-0.0889526746299456,0.29458998932814207,-0.2808482281452601,0.36524832997139145,0.6114319153500704
Wartburg College,Yes,1231,1074,345,34,66,1295,105,11600,3610,400,850,66.0,91,12.4,37,7735,67,-0.24214738305193284,-0.08805755971099145,-0.27579059947780343,0.5798146710452374,-0.37353606887274904,-0.6956478250912711,0.4084675557914268,-1.0237043227479306,-0.7149803023664479,-0.530852785233515,0.7916295867079878,-0.3835517785009084,1.120254670067823,-0.22363161272802556,0.8724614134849715,Medium,1,1,-0.2421473830519324,-0.08805755971099136,-0.2757905994778033,0.5798146710452373,-0.3735360688727512,-0.695647825091271,0.4084675557914265,-1.0237043227479328,-0.7149803023664479,-0.5308527852335146,0.7916295867079882,-0.3835517785009087,1.120254670067823,-0.22363161272798812,0.8591359372732991,0.36524832997139145,0.6114319153500704
Washington and Jefferson College,Yes,1305,1100,334,42,64,1098,151,16260,4005,300,500,91.0,91,12.1,40,10162,86,-0.186503239396564,-0.06368001217613634,-0.31196670944240235,0.9513952875026418,-0.55961603459055,-0.4874174507285278,1.369146740309078,-2.023772875573782,-1.784000288095055,1.2584840840542526,0.7916295867079878,-0.46486060496924364,1.3009860204398638,0.47645275078839777,0.842911877394636,High,2,1,-0.18650323939656355,-0.06368001217613624,-0.31196670944240223,0.9513952875026417,-0.5596160345905522,-0.48741745072852777,1.3691467403090778,-2.0237728755737847,-1.784000288095055,1.2584840840542528,0.7916295867079882,-0.464860604969244,1.3009860204398638,0.47645275078843524,0.6557711338975115,1.8301690512544988,0.6114319153500704
Washington and Lee University,Yes,3315,1096,425,68,93,1584,3,13750,4619,680,1115,81.0,96,9.6,45,15736,90,0.6700834584931291,-0.06739008969654718,-0.04720648923285059,1.8798866124241966,-0.1553414357243158,-2.388637215565476,0.8782155430821086,0.9188228219935606,-0.15752730293451853,0.4771746426778103,1.2719213033900254,-1.1766935267803216,1.587264639182266,1.407720599069982,0.3306184012066365,Medium,1,1,0.6700834584931296,-0.06739008969654708,-0.04720648923285048,1.8798866124241966,-0.155341435724318,-2.388637215565476,0.8782155430821085,0.9188228219935588,-0.15752730293451855,0.47717464267781057,1.271921303390026,-1.176693526780322,1.587264639182266,1.4077205990700195,-2.869917450084868,0.36524832997139145,0.6114319153500704
Washington College,Yes,1209,942,214,31,60,822,46,15276,5318,500,300,79.0,86,11.2,37,10830,65,-0.25938569476893397,-0.22241471188267695,-0.8275465827390958,0.4237419326421896,-0.902817948746668,-1.142240484655926,1.1830493132621767,-0.22262317064607157,-2.7874335864353945,0.3313811845790514,0.3512859964873121,-0.7137225520718277,1.120254670067823,0.6257658913022864,0.7791563275434243,High,2,1,-0.25938569476893353,-0.22241471188267686,-0.8275465827390956,0.4237419326421895,-0.9028179487466702,-1.142240484655926,1.1830493132621764,-0.22262317064607365,-2.7874335864353945,0.3313811845790517,0.3512859964873125,-0.713722552071828,1.120254670067823,0.6257658913023239,0.2169948762950298,1.8301690512544988,0.6114319153500704
Washington State University,No,6540,5839,2440,31,70,14445,1344,8200,4210,800,2719,84.0,87,16.9,30,10912,56,1.2579590085179169,1.5428212958041898,1.6070794533520274,0.4237419326421896,1.699624548409499,0.9331804278393251,-0.46865780135826907,1.5402401052701242,1.7261520659229093,0.7024150564455859,0.43622029750213775,0.7550572350352502,0.6666429698449552,0.6431262914193826,0.8928134556574924,Low,0,0,1.2579590085179173,1.5428212958041898,1.6070794533520276,0.4237419326421895,1.6996245484094967,0.9331804278393252,-0.46865780135826957,1.5402401052701227,1.7261520659229093,0.7024150564455862,0.43622029750213814,0.7550572350352502,0.6666429698449551,0.64312629141942,0.9992020635927611,-1.099672391311716,-1.635505074064474
Washington University,Yes,7654,5259,1254,62,93,4879,1274,18350,5775,768,1512,91.0,98,3.9,31,45702,90,1.3898532883767953,1.4474231553817658,1.0284964005026698,1.6926704807960131,0.9005909116081025,0.8947031299102062,1.7412042771187763,1.3829511856928973,0.47694580322348595,1.2584840840542526,1.4755065650850636,-3.1680139396388207,0.7345530092783118,2.951158358444653,0.687091716749412,High,2,1,1.3898532883767958,1.4474231553817658,1.02849640050267,1.6926704807960131,0.9005909116081002,0.8947031299102063,1.7412042771187763,1.3829511856928955,0.47694580322348595,1.2584840840542528,1.4755065650850643,-3.1680139396388216,0.7345530092783117,2.9511583584446903,-0.41660902918611836,1.8301690512544988,0.6114319153500704
Wayne State College,No,1373,1373,724,6,21,2754,474,2700,2660,540,1660,60.0,68,20.3,29,4550,52,-0.1382820067613006,0.16036260432549643,0.5046362831216911,-1.8031104107042748,0.3964001450116381,0.2182999927802096,-2.66650542013766,0.0589338371736782,0.6733628005194167,-0.8786660394374439,-0.9234340703527073,1.536551279845882,0.5975616518085038,-1.9106529184162715,1.0,Low,0,0,-0.13828200676130015,0.1603626043254965,0.5046362831216912,-1.8031104107042748,0.39640014501163595,0.21829999278020965,-2.666505420137661,0.05893383717367618,0.6733628005194167,-0.8786660394374436,-0.9234340703527071,1.5365512798458822,0.5975616518085037,-1.910652918416234,1.7368776212768444,-1.099672391311716,-1.635505074064474
Waynesburg College,Yes,1190,978,324,12,30,1280,61,8840,3620,500,1200,57.0,58,16.2,26,6563,63,-0.2745467976494713,-0.18386735920468705,-0.3460666903092918,-0.9785370964802453,-0.3864533567478881,-0.9935289671254642,-0.2874047951440182,-0.22262317064607157,-0.005344142276702718,-1.0406425497511826,-1.4385813164973549,0.5866615904148242,0.38265991480354933,-0.6964552392387077,0.8218487394957983,Medium,1,1,-0.2745467976494709,-0.18386735920468697,-0.3460666903092917,-0.9785370964802454,-0.3864533567478903,-0.9935289671254641,-0.2874047951440186,-0.22262317064607365,-0.005344142276702737,-1.0406425497511824,-1.4385813164973547,0.5866615904148241,0.3826599148035491,-0.6964552392386703,0.5108111289695425,0.36524832997139145,0.6114319153500704
